,StockCode,date,price
2463,603160.SH,20200605,231.45
2464,600016.SH,20200605,5.76
2465,000001.SZ,20200605,13.59
2466,000415.SZ,20200605,3.05
2467,002241.SZ,20200604,23.35
2468,002252.SZ,20200605,8.3
2469,603156.SH,20200605,21.44
2470,002456.SZ,20200602,15.85
2471,002475.SZ,20200602,48.32
2472,601878.SH,20200603,9.96
2473,600109.SH,20200603,10.77
2474,002939.SZ,20200602,12.19
2475,600999.SH,20200603,17.08
2476,601162.SH,20200603,5.9
2477,601688.SH,20200603,17.78
2478,600109.SH,20200604,10.78
2479,603288.SH,20200604,114.54
2480,600000.SH,20200603,10.7
2481,600085.SH,20200603,26.93
2482,002422.SZ,20200601,20.7
2483,601997.SH,20200601,7.81
2484,000728.SZ,20200602,8.21
2485,002007.SZ,20200603,40.08
2486,600109.SH,20200601,10.82
2487,600809.SH,20200601,131.85
2488,600816.SH,20200601,2.38
2489,601997.SH,20200603,7.79
2490,300122.SZ,20200601,84.42
2491,600535.SH,20200601,14.91
2492,002456.SZ,20200604,16.79
2493,002475.SZ,20200604,50.2
2494,002841.SZ,20200602,90.49
2495,600519.SH,20200604,1407.99
2496,000413.SZ,20200604,2.9
2497,601878.SH,20200608,9.98
2498,002411.SZ,20200608,7.09
2499,002415.SZ,20200608,29.37
2500,002958.SZ,20200608,4.4
2501,300003.SZ,20200608,33.83
2502,601555.SH,20200611,7.57
2503,601788.SH,20200611,10.96
2504,601838.SH,20200611,7.81
2505,601988.SH,20200611,3.48
2506,600837.SH,20200609,12.08
2507,600928.SH,20200609,5.2
2508,600276.SH,20200608,80.3
2509,600369.SH,20200608,4.53
2510,000166.SZ,20200608,4.46
2511,000963.SZ,20200608,22.2
2512,600867.SH,20200608,15.59
2513,002411.SZ,20200609,7.02
2514,002415.SZ,20200609,29.25
2515,300408.SZ,20200611,21.06
2516,300433.SZ,20200611,21.07
2517,002236.SZ,20200611,17.14
2518,002001.SZ,20200608,26.05
2519,600887.SH,20200608,30.28
2520,600919.SH,20200608,5.97
2521,600926.SH,20200608,9.01
2522,600958.SH,20200608,9.34
2523,601997.SH,20200608,7.75
2524,600390.SH,20200608,6.85
2525,300136.SZ,20200612,46.4
2526,600566.SH,20200612,23.24
2527,002142.SZ,20200612,26.29
2528,601138.SH,20200609,14.55
2529,601211.SH,20200609,16.35
2530,601319.SH,20200609,6.41
2531,601818.SH,20200609,3.83
2532,600390.SH,20200609,6.87
2533,600519.SH,20200609,1416.55
2534,600390.SH,20200610,6.96
2535,002945.SZ,20200610,13.74
2536,600519.SH,20200610,1423.66
2537,300122.SZ,20200610,90.1
2538,000413.SZ,20200609,2.89
2539,600703.SH,20200610,24.53
2540,300408.SZ,20200610,21.32
2541,300433.SZ,20200610,21.13
2542,300408.SZ,20200609,21.01
2543,300433.SZ,20200609,20.89
2544,601555.SH,20200527,7.46
2545,000627.SZ,20200525,5.28
2546,000661.SZ,20200525,652.0
2547,000776.SZ,20200522,13.11
2548,601881.SH,20200522,9.61
2549,300136.SZ,20200522,39.96
2550,600535.SH,20200605,14.61
2551,601988.SH,20200605,3.5
2552,601009.SH,20200605,7.89
2553,601108.SH,20200605,10.36
2554,601169.SH,20200605,4.92
2555,000568.SZ,20200605,93.59
2556,000596.SZ,20200605,148.0
2557,600332.SH,20200605,31.72
2558,601138.SH,20200605,14.08
2559,601211.SH,20200605,15.96
2560,601319.SH,20200605,6.29
2561,601818.SH,20200605,3.85
2562,603501.SH,20200605,186.5
2563,002841.SZ,20200529,91.15
2564,002916.SZ,20200529,151.0
2565,000627.SZ,20200603,5.01
2566,000661.SZ,20200603,659.21
2567,000776.SZ,20200603,13.45
2568,002945.SZ,20200602,14.06
2569,000415.SZ,20200604,3.06
2570,000568.SZ,20200604,89.08
2571,000596.SZ,20200604,147.31
2572,002673.SZ,20200604,8.03
2573,600332.SH,20200604,32.01
2574,601377.SH,20200602,5.88
2575,601398.SH,20200602,5.19
2576,601878.SH,20200602,10.17
2577,002142.SZ,20200602,26.69
2578,002044.SZ,20200603,11.89
2579,600566.SH,20200603,22.43
2580,300015.SZ,20200602,39.3
2581,300142.SZ,20200602,42.15
2582,000783.SZ,20200601,6.45
2583,601066.SH,20200601,33.98
2584,002294.SZ,20200601,20.38
2585,300408.SZ,20200601,20.58
2586,300433.SZ,20200601,17.93
2587,002916.SZ,20200602,157.3
2588,300136.SZ,20200608,47.9
2589,601555.SH,20200609,7.82
2590,601788.SH,20200609,11.18
2591,601838.SH,20200609,7.92
2592,002142.SZ,20200608,27.46
2593,601166.SH,20200608,16.15
2594,601229.SH,20200608,8.11
2595,601236.SH,20200608,21.1
2596,601577.SH,20200609,7.81
2597,601601.SH,20200609,30.29
2598,601607.SH,20200609,18.34
2599,601628.SH,20200609,29.15
2600,601881.SH,20200609,10.02
2601,603288.SH,20200608,113.2
2602,600999.SH,20200608,17.2
2603,601162.SH,20200608,5.96
2604,600998.SH,20200608,17.87
2605,601198.SH,20200608,10.6
2606,601288.SH,20200608,3.41
2607,601328.SH,20200608,5.14
2608,603160.SH,20200608,228.7
2609,002422.SZ,20200608,21.01
2610,002939.SZ,20200608,11.97
2611,002236.SZ,20200612,17.93
2612,600705.SH,20200612,3.81
2613,002304.SZ,20200612,110.73
2614,603288.SH,20200609,113.87
2615,600036.SH,20200609,35.53
2616,603288.SH,20200610,114.12
2617,600061.SH,20200609,12.14
2618,600183.SH,20200609,27.65
2619,000776.SZ,20200525,13.09
2620,601009.SH,20200525,7.62
2621,601108.SH,20200525,9.17
2622,002773.SZ,20200522,35.28
2623,002945.SZ,20200525,13.56
2624,603259.SH,20200522,105.65
2625,000596.SZ,20200525,152.6
2626,002001.SZ,20200605,26.35
2627,002773.SZ,20200605,35.98
2628,601336.SH,20200605,45.3
2629,601377.SH,20200605,5.85
2630,601398.SH,20200605,5.21
2631,002411.SZ,20200605,7.11
2632,002415.SZ,20200605,28.77
2633,002142.SZ,20200605,27.42
2634,000783.SZ,20200605,6.28
2635,002958.SZ,20200605,4.41
2636,600566.SH,20200605,22.08
2637,601577.SH,20200603,7.83
2638,601601.SH,20200603,29.22
2639,601607.SH,20200603,18.0
2640,601628.SH,20200603,27.99
2641,601881.SH,20200603,10.02
2642,300122.SZ,20200602,82.72
2643,300408.SZ,20200602,21.29
2644,002236.SZ,20200603,16.85
2645,002938.SZ,20200602,47.8
2646,600196.SH,20200604,31.01
2647,600276.SH,20200604,81.2
2648,002236.SZ,20200602,17.02
2649,300142.SZ,20200603,44.27
2650,600837.SH,20200601,12.02
2651,002939.SZ,20200601,12.22
2652,000776.SZ,20200601,13.6
2653,000627.SZ,20200602,5.09
2654,000661.SZ,20200602,662.0
2655,000858.SZ,20200601,158.59
2656,000963.SZ,20200601,22.81
2657,601555.SH,20200601,7.88
2658,601788.SH,20200601,11.31
2659,601838.SH,20200601,8.0
2660,600036.SH,20200608,35.67
2661,603288.SH,20200529,114.9
2662,002958.SZ,20200602,4.5
2663,300003.SZ,20200602,35.26
2664,300136.SZ,20200602,45.52
2665,601988.SH,20200609,3.51
2666,601318.SH,20200608,76.72
2667,002236.SZ,20200608,17.57
2668,601901.SH,20200608,7.02
2669,600390.SH,20200611,6.98
2670,601688.SH,20200608,17.93
2671,600016.SH,20200611,5.69
2672,000895.SZ,20200611,39.07
2673,000538.SZ,20200608,86.91
2674,600535.SH,20200608,14.79
2675,300015.SZ,20200608,39.98
2676,300142.SZ,20200608,46.69
2677,300347.SZ,20200608,82.26
2678,000413.SZ,20200611,2.81
2679,300347.SZ,20200612,85.79
2680,600867.SH,20200612,15.3
2681,600566.SH,20200609,22.97
2682,000423.SZ,20200610,33.93
2683,002001.SZ,20200610,27.48
2684,000568.SZ,20200610,95.95
2685,000596.SZ,20200610,147.71
2686,600535.SH,20200609,14.89
2687,000001.SZ,20200609,13.67
2688,002938.SZ,20200610,48.83
2689,601166.SH,20200610,16.02
2690,601229.SH,20200610,8.18
2691,601236.SH,20200610,21.44
2692,601318.SH,20200610,75.58
2693,600109.SH,20200610,10.51
2694,600887.SH,20200609,30.55
2695,600919.SH,20200609,5.99
2696,600926.SH,20200609,8.97
2697,600958.SH,20200609,9.38
2698,002001.SZ,20200609,27.49
2699,600998.SH,20200609,18.13
2700,603986.SH,20200527,195.0
2701,603986.SH,20200522,205.0
2702,000423.SZ,20200527,36.17
2703,600887.SH,20200527,28.73
2704,000538.SZ,20200527,88.08
2705,600919.SH,20200527,5.93
2706,600926.SH,20200527,8.9
2707,600958.SH,20200527,9.16
2708,600998.SH,20200527,17.27
2709,600928.SH,20200527,5.06
2710,600837.SH,20200522,11.81
2711,601166.SH,20200525,15.84
2712,601229.SH,20200525,7.98
2713,601236.SH,20200525,19.65
2714,601318.SH,20200525,70.03
2715,000895.SZ,20200525,40.85
2716,002007.SZ,20200605,41.13
2717,002044.SZ,20200605,11.55
2718,300015.SZ,20200605,40.5
2719,000783.SZ,20200604,6.21
2720,600867.SH,20200604,15.82
2721,000858.SZ,20200604,158.85
2722,000166.SZ,20200529,4.32
2723,600000.SH,20200604,10.64
2724,600085.SH,20200604,26.54
2725,002236.SZ,20200605,16.85
2726,601166.SH,20200605,16.21
2727,300003.SZ,20200605,34.42
2728,300136.SZ,20200605,46.92
2729,002945.SZ,20200605,13.97
2730,603259.SH,20200603,112.68
2731,300433.SZ,20200602,18.99
2732,600036.SH,20200602,35.04
2733,601169.SH,20200602,4.93
2734,601336.SH,20200602,45.67
2735,600566.SH,20200602,22.5
2736,601009.SH,20200602,7.99
2737,000413.SZ,20200602,2.97
2738,600369.SH,20200604,4.5
2739,000166.SZ,20200604,4.45
2740,002945.SZ,20200604,13.82
2741,300122.SZ,20200604,83.18
2742,600436.SH,20200603,151.8
2743,000725.SZ,20200604,4.33
2744,600928.SH,20200601,5.12
2745,601577.SH,20200601,7.86
2746,601601.SH,20200601,28.84
2747,601607.SH,20200601,18.04
2748,601628.SH,20200601,26.17
2749,002241.SZ,20200601,22.84
2750,601138.SH,20200603,14.22
2751,601211.SH,20200603,15.95
2752,601319.SH,20200603,6.33
2753,601818.SH,20200603,3.86
2754,002945.SZ,20200603,13.84
2755,300122.SZ,20200603,82.3
2756,600061.SH,20200603,12.06
2757,600183.SH,20200603,28.25
2758,600705.SH,20200601,3.91
2759,601066.SH,20200603,33.28
2760,601939.SH,20200603,6.43
2761,603288.SH,20200601,116.44
2762,601988.SH,20200601,3.47
2763,600000.SH,20200602,10.68
2764,600085.SH,20200602,25.6
2765,000728.SZ,20200609,8.1
2766,000728.SZ,20200622,8.32
2767,600109.SH,20200622,11.52
2768,300347.SZ,20200624,97.62
2769,600061.SH,20200630,12.73
2770,601236.SH,20200630,19.4
2771,601318.SH,20200630,71.4
2772,002241.SZ,20200624,27.16
2773,600928.SH,20200629,5.24
2774,600705.SH,20200630,3.96
2775,300136.SZ,20200630,53.02
2776,002945.SZ,20200629,13.57
2777,300122.SZ,20200629,98.68
2778,600016.SH,20200629,5.66
2779,000413.SZ,20200616,2.76
2780,002773.SZ,20200616,42.79
2781,603259.SH,20200618,84.7
2782,600085.SH,20200619,26.39
2783,002304.SZ,20200618,106.49
2784,603156.SH,20200618,21.53
2785,002304.SZ,20200619,108.29
2786,601166.SH,20200617,15.74
2787,601229.SH,20200617,8.33
2788,601236.SH,20200617,20.57
2789,601318.SH,20200617,73.01
2790,000166.SZ,20200617,4.43
2791,600196.SH,20200617,34.84
2792,600000.SH,20200617,10.47
2793,600085.SH,20200617,26.54
2794,600016.SH,20200617,5.65
2795,000001.SZ,20200617,12.85
2796,601108.SH,20200617,10.13
2797,601169.SH,20200617,4.89
2798,603288.SH,20200619,119.39
2799,603160.SH,20200615,207.88
2800,601555.SH,20200615,7.51
2801,601788.SH,20200615,10.85
2802,601838.SH,20200615,7.88
2803,601988.SH,20200615,3.44
2804,002945.SZ,20200618,13.72
2805,002294.SZ,20200615,24.0
2806,600061.SH,20200618,12.03
2807,600183.SH,20200618,29.53
2808,600703.SH,20200615,22.45
2809,002736.SZ,20200618,10.76
2810,000415.SZ,20200618,3.07
2811,601788.SH,20200618,11.04
2812,601838.SH,20200618,7.89
2813,601988.SH,20200618,3.46
2814,601066.SH,20200623,38.37
2815,002007.SZ,20200622,48.65
2816,002044.SZ,20200622,13.6
2817,002294.SZ,20200622,26.86
2818,002007.SZ,20200623,48.8
2819,002044.SZ,20200623,13.65
2820,600928.SH,20200623,5.19
2821,601577.SH,20200623,7.86
2822,601601.SH,20200623,27.38
2823,601607.SH,20200623,18.31
2824,601628.SH,20200623,27.65
2825,601138.SH,20200623,14.11
2826,601211.SH,20200623,17.12
2827,601319.SH,20200623,6.39
2828,601818.SH,20200623,3.78
2829,600999.SH,20200622,19.16
2830,601162.SH,20200622,6.39
2831,600928.SH,20200624,5.28
2832,601577.SH,20200624,7.93
2833,601601.SH,20200624,27.51
2834,601607.SH,20200624,18.49
2835,601628.SH,20200624,28.23
2836,601881.SH,20200624,11.54
2837,600436.SH,20200622,161.85
2838,002142.SZ,20200622,25.27
2839,002236.SZ,20200622,19.3
2840,000783.SZ,20200622,6.96
2841,600332.SH,20200622,32.05
2842,601988.SH,20200624,3.46
2843,000413.SZ,20200624,2.72
2844,002945.SZ,20200624,13.99
2845,600016.SH,20200630,5.67
2846,601211.SH,20200629,16.94
2847,601319.SH,20200629,6.33
2848,600867.SH,20200630,17.43
2849,600999.SH,20200630,21.95
2850,601162.SH,20200630,6.06
2851,601688.SH,20200630,18.8
2852,601998.SH,20200630,5.15
2853,600837.SH,20200630,12.58
2854,600928.SH,20200630,5.26
2855,601577.SH,20200630,7.94
2856,601601.SH,20200630,27.25
2857,601607.SH,20200630,18.38
2858,002939.SZ,20200629,12.18
2859,002294.SZ,20200629,27.49
2860,600390.SH,20200629,6.94
2861,600519.SH,20200629,1463.17
2862,000001.SZ,20200629,12.8
2863,000423.SZ,20200630,35.81
2864,000538.SZ,20200630,93.81
2865,002456.SZ,20200629,17.2
2866,002475.SZ,20200629,48.03
2867,600109.SH,20200629,11.04
2868,002252.SZ,20200630,8.46
2869,000783.SZ,20200629,6.57
2870,600867.SH,20200629,16.01
2871,600183.SH,20200610,27.2
2872,300347.SZ,20200610,84.1
2873,600390.SH,20200616,7.02
2874,600519.SH,20200616,1403.88
2875,002304.SZ,20200616,107.47
2876,600999.SH,20200616,16.93
2877,601162.SH,20200616,6.19
2878,600000.SH,20200616,10.45
2879,002241.SZ,20200616,24.09
2880,603986.SH,20200619,226.3
2881,000100.SZ,20200619,6.15
2882,002958.SZ,20200619,4.44
2883,300003.SZ,20200619,36.66
2884,600436.SH,20200619,158.4
2885,600276.SH,20200617,89.65
2886,600999.SH,20200617,16.84
2887,002304.SZ,20200617,105.52
2888,601162.SH,20200617,6.08
2889,000725.SZ,20200617,4.45
2890,601336.SH,20200617,44.57
2891,601377.SH,20200617,5.73
2892,601398.SH,20200617,5.26
2893,002411.SZ,20200617,7.11
2894,002415.SZ,20200617,29.5
2895,601878.SH,20200617,9.71
2896,002236.SZ,20200615,17.45
2897,000413.SZ,20200619,2.75
2898,600919.SH,20200618,5.91
2899,600926.SH,20200618,9.04
2900,600958.SH,20200618,9.19
2901,600998.SH,20200618,18.05
2902,601198.SH,20200618,10.53
2903,601288.SH,20200618,3.35
2904,601328.SH,20200618,5.11
2905,000783.SZ,20200615,6.57
2906,000568.SZ,20200618,89.89
2907,000596.SZ,20200618,143.55
2908,601939.SH,20200623,6.27
2909,601901.SH,20200623,7.19
2910,600867.SH,20200623,15.76
2911,600999.SH,20200623,19.09
2912,601162.SH,20200623,6.43
2913,601688.SH,20200623,19.36
2914,601998.SH,20200623,5.02
2915,002456.SZ,20200622,17.31
2916,002475.SZ,20200622,47.33
2917,002945.SZ,20200622,14.18
2918,600015.SH,20200622,6.13
2919,002294.SZ,20200623,27.18
2920,002456.SZ,20200623,17.05
2921,603288.SH,20200623,121.3
2922,601688.SH,20200622,19.38
2923,601998.SH,20200622,5.06
2924,300136.SZ,20200624,50.02
2925,002939.SZ,20200622,12.66
2926,600061.SH,20200622,12.39
2927,601198.SH,20200622,10.97
2928,601288.SH,20200622,3.36
2929,601328.SH,20200622,5.12
2930,600061.SH,20200623,13.14
2931,600183.SH,20200623,29.25
2932,000001.SZ,20200623,12.6
2933,000415.SZ,20200623,3.01
2934,002001.SZ,20200624,28.2
2935,300142.SZ,20200630,52.36
2936,600016.SH,20200624,5.67
2937,002142.SZ,20200630,26.27
2938,601818.SH,20200629,3.58
2939,601336.SH,20200630,44.28
2940,601377.SH,20200630,6.85
2941,601398.SH,20200630,4.98
2942,601878.SH,20200630,9.91
2943,603156.SH,20200630,21.5
2944,601628.SH,20200630,27.21
2945,601881.SH,20200630,11.47
2946,603259.SH,20200630,96.6
2947,000661.SZ,20200629,424.0
2948,002411.SZ,20200629,6.71
2949,002415.SZ,20200629,29.42
2950,000725.SZ,20200630,4.67
2951,002411.SZ,20200630,6.76
2952,300408.SZ,20200629,25.49
2953,300433.SZ,20200629,25.88
2954,600332.SH,20200629,31.61
2955,600061.SH,20200629,12.2
2956,600183.SH,20200629,29.02
2957,601555.SH,20200630,8.16
2958,601788.SH,20200630,16.06
2959,601838.SH,20200630,7.96
2960,601988.SH,20200630,3.48
2961,600887.SH,20200610,29.35
2962,600919.SH,20200610,5.94
2963,600926.SH,20200610,8.88
2964,600958.SH,20200610,9.29
2965,000895.SZ,20200616,40.88
2966,002142.SZ,20200616,26.02
2967,600109.SH,20200616,10.77
2968,601688.SH,20200616,18.19
2969,601998.SH,20200616,5.04
2970,601288.SH,20200616,3.35
2971,601328.SH,20200616,5.1
2972,600837.SH,20200616,11.83
2973,600928.SH,20200616,5.24
2974,300136.SZ,20200616,47.67
2975,600196.SH,20200619,33.64
2976,600000.SH,20200618,10.5
2977,600085.SH,20200618,26.38
2978,603288.SH,20200617,115.85
2979,601688.SH,20200617,18.13
2980,601998.SH,20200617,5.03
2981,600535.SH,20200617,15.19
2982,002001.SZ,20200617,28.3
2983,600928.SH,20200617,5.22
2984,002241.SZ,20200617,24.75
2985,300136.SZ,20200617,46.61
2986,002252.SZ,20200615,8.53
2987,000413.SZ,20200615,2.72
2988,600276.SH,20200615,84.24
2989,600369.SH,20200615,4.41
2990,002673.SZ,20200615,7.87
2991,300408.SZ,20200615,21.2
2992,300433.SZ,20200615,21.26
2993,601577.SH,20200615,7.8
2994,601601.SH,20200615,27.4
2995,601607.SH,20200615,18.15
2996,601628.SH,20200615,27.4
2997,601881.SH,20200615,9.63
2998,603259.SH,20200615,82.55
2999,601997.SH,20200618,7.49
3000,000858.SZ,20200615,157.0
3001,002938.SZ,20200618,48.25
3002,002008.SZ,20200618,34.19
3003,600566.SH,20200619,24.68
3004,600703.SH,20200619,24.1
3005,603156.SH,20200623,21.19
3006,600030.SH,20200622,24.11
3007,300122.SZ,20200622,98.19
3008,600015.SH,20200623,6.1
3009,600030.SH,20200623,24.04
3010,000725.SZ,20200623,4.6
3011,600183.SH,20200622,29.68
3012,601555.SH,20200622,8.26
3013,601997.SH,20200622,7.2
3014,603160.SH,20200622,215.34
3015,601009.SH,20200622,7.35
3016,000568.SZ,20200623,93.28
3017,000596.SZ,20200623,151.0
3018,002008.SZ,20200622,33.47
3019,002422.SZ,20200630,21.0
3020,002673.SZ,20200624,8.25
3021,002236.SZ,20200630,19.21
3022,603288.SH,20200629,124.65
3023,601997.SH,20200629,7.13
3024,000963.SZ,20200630,25.3
3025,000776.SZ,20200629,13.88
3026,601009.SH,20200629,7.33
3027,002916.SZ,20200624,167.09
3028,000413.SZ,20200630,2.67
3029,600998.SH,20200610,18.06
3030,002236.SZ,20200616,18.3
3031,600016.SH,20200616,5.65
3032,601166.SH,20200616,15.77
3033,002007.SZ,20200618,47.65
3034,002044.SZ,20200618,11.69
3035,600015.SH,20200616,6.32
3036,002252.SZ,20200616,8.53
3037,600061.SH,20200616,11.82
3038,300347.SZ,20200616,85.4
3039,601997.SH,20200616,7.48
3040,603160.SH,20200616,204.8
3041,601577.SH,20200616,7.86
3042,601601.SH,20200616,27.82
3043,601607.SH,20200616,18.21
3044,601628.SH,20200616,27.85
3045,601881.SH,20200616,9.75
3046,600276.SH,20200619,92.98
3047,600369.SH,20200619,4.58
3048,600999.SH,20200618,16.97
3049,000895.SZ,20200619,42.55
3050,601066.SH,20200616,33.56
3051,300408.SZ,20200617,21.22
3052,300433.SZ,20200617,21.95
3053,002773.SZ,20200617,43.42
3054,601577.SH,20200617,7.93
3055,601601.SH,20200617,27.52
3056,601607.SH,20200617,18.73
3057,601628.SH,20200617,27.62
3058,601881.SH,20200617,9.71
3059,600519.SH,20200617,1405.0
3060,600703.SH,20200617,22.98
3061,600535.SH,20200615,14.34
3062,600061.SH,20200615,11.69
3063,000100.SZ,20200615,5.57
3064,000627.SZ,20200615,4.95
3065,000661.SZ,20200615,354.18
3066,002294.SZ,20200618,24.18
3067,600016.SH,20200618,5.64
3068,000001.SZ,20200618,12.76
3069,601555.SH,20200618,8.01
3070,600036.SH,20200619,33.86
3071,600809.SH,20200619,137.82
3072,600816.SH,20200619,2.1
3073,601138.SH,20200619,14.35
3074,601211.SH,20200619,16.8
3075,601319.SH,20200619,6.39
3076,601818.SH,20200619,3.81
3077,002252.SZ,20200622,8.63
3078,601788.SH,20200623,14.6
3079,601838.SH,20200623,7.85
3080,601988.SH,20200623,3.44
3081,600809.SH,20200622,135.8
3082,600816.SH,20200622,2.05
3083,600566.SH,20200622,24.48
3084,002236.SZ,20200623,19.02
3085,601788.SH,20200622,13.27
3086,601838.SH,20200622,7.89
3087,601988.SH,20200622,3.46
3088,601108.SH,20200622,10.59
3089,601169.SH,20200622,4.89
3090,601336.SH,20200622,45.0
3091,601377.SH,20200622,6.14
3092,601398.SH,20200622,5.16
3093,002422.SZ,20200623,20.7
3094,600196.SH,20200624,32.66
3095,601901.SH,20200630,7.08
3096,601066.SH,20200624,37.95
3097,601009.SH,20200624,7.41
3098,000783.SZ,20200624,6.9
3099,000858.SZ,20200624,168.61
3100,000963.SZ,20200624,24.1
3101,002673.SZ,20200630,8.16
3102,601166.SH,20200630,15.78
3103,601229.SH,20200630,8.3
3104,600390.SH,20200624,7.1
3105,600519.SH,20200624,1460.01
3106,603160.SH,20200629,221.5
3107,000783.SZ,20200630,6.74
3108,000858.SZ,20200630,171.12
3109,601108.SH,20200629,10.09
3110,601169.SH,20200629,4.88
3111,601336.SH,20200629,43.88
3112,600809.SH,20200630,145.0
3113,600816.SH,20200630,2.18
3114,000415.SZ,20200629,2.95
3115,000568.SZ,20200629,90.88
3116,000596.SZ,20200629,150.0
3117,600196.SH,20200630,33.85
3118,600276.SH,20200630,92.3
3119,600369.SH,20200630,4.59
3120,000895.SZ,20200629,46.06
3121,601166.SH,20200629,15.79
3122,601229.SH,20200629,8.21
3123,601236.SH,20200629,19.15
3124,601318.SH,20200629,71.01
3125,601901.SH,20200629,6.93
3126,600109.SH,20200624,11.52
3127,600332.SH,20200624,32.04
3128,601229.SH,20200616,8.36
3129,601236.SH,20200616,20.9
3130,601318.SH,20200616,73.46
3131,603288.SH,20200616,116.22
3132,002422.SZ,20200616,21.48
3133,600183.SH,20200616,28.41
3134,000627.SZ,20200616,4.99
3135,000661.SZ,20200616,362.61
3136,601009.SH,20200618,7.74
3137,002007.SZ,20200616,43.6
3138,002044.SZ,20200616,12.16
3139,002294.SZ,20200616,24.03
3140,002142.SZ,20200619,25.62
3141,002236.SZ,20200619,18.94
3142,603501.SH,20200618,182.85
3143,601901.SH,20200617,6.91
3144,600369.SH,20200617,4.43
3145,000728.SZ,20200617,7.89
3146,300015.SZ,20200617,43.64
3147,000100.SZ,20200617,5.79
3148,000415.SZ,20200617,2.98
3149,000568.SZ,20200617,89.6
3150,000596.SZ,20200617,142.66
3151,603501.SH,20200615,180.15
3152,603986.SH,20200615,215.21
3153,002007.SZ,20200617,47.96
3154,002044.SZ,20200617,11.95
3155,000776.SZ,20200615,13.41
3156,002142.SZ,20200615,25.79
3157,002456.SZ,20200618,17.06
3158,002475.SZ,20200618,45.65
3159,002007.SZ,20200615,42.89
3160,002044.SZ,20200615,11.29
3161,600196.SH,20200618,33.67
3162,600276.SH,20200618,89.3
3163,002841.SZ,20200623,96.04
3164,002916.SZ,20200623,159.34
3165,601138.SH,20200622,14.4
3166,601211.SH,20200622,17.11
3167,601319.SH,20200622,6.49
3168,000423.SZ,20200622,35.73
3169,000538.SZ,20200622,91.53
3170,002673.SZ,20200623,8.32
3171,600016.SH,20200623,5.65
3172,002241.SZ,20200622,26.93
3173,600061.SH,20200624,12.77
3174,600183.SH,20200624,29.88
3175,000001.SZ,20200624,12.8
3176,000415.SZ,20200624,2.98
3177,000568.SZ,20200624,92.46
3178,000596.SZ,20200624,149.88
3179,601108.SH,20200624,10.59
3180,601169.SH,20200624,4.9
3181,601336.SH,20200624,44.82
3182,601377.SH,20200624,6.15
3183,601398.SH,20200624,5.22
3184,601878.SH,20200624,10.11
3185,600703.SH,20200624,24.2
3186,600809.SH,20200624,138.18
3187,600816.SH,20200624,2.22
3188,002304.SZ,20200630,105.14
3189,000728.SZ,20200629,8.23
3190,600109.SH,20200630,11.41
3191,600332.SH,20200630,32.33
3192,601138.SH,20200630,15.15
3193,601211.SH,20200630,17.26
3194,601319.SH,20200630,6.44
3195,601818.SH,20200630,3.58
3196,000413.SZ,20200629,2.66
3197,600535.SH,20200629,15.08
3198,600332.SH,20200610,32.59
3199,002841.SZ,20200610,92.51
3200,000166.SZ,20200616,4.41
3201,300015.SZ,20200616,43.2
3202,000776.SZ,20200616,13.53
3203,601108.SH,20200618,10.2
3204,600061.SH,20200619,12.12
3205,600036.SH,20200616,34.14
3206,601288.SH,20200619,3.35
3207,601328.SH,20200619,5.14
3208,601997.SH,20200619,7.5
3209,603160.SH,20200619,209.02
3210,603986.SH,20200618,221.31
3211,002673.SZ,20200617,7.93
3212,002008.SZ,20200617,33.33
3213,600436.SH,20200617,155.21
3214,600196.SH,20200615,33.35
3215,600705.SH,20200615,3.79
3216,002241.SZ,20200615,23.43
3217,002958.SZ,20200615,4.57
3218,300003.SZ,20200615,35.41
3219,300136.SZ,20200615,46.06
3220,000725.SZ,20200618,4.55
3221,002938.SZ,20200615,46.74
3222,603288.SH,20200615,114.01
3223,600369.SH,20200618,4.47
3224,000166.SZ,20200618,4.46
3225,601066.SH,20200615,33.01
3226,601939.SH,20200615,6.27
3227,000166.SZ,20200623,4.87
3228,600196.SH,20200623,33.12
3229,603501.SH,20200623,204.99
3230,002411.SZ,20200623,6.72
3231,002415.SZ,20200623,30.01
3232,600196.SH,20200622,33.0
3233,300142.SZ,20200622,54.52
3234,600276.SH,20200622,93.23
3235,600369.SH,20200622,4.65
3236,603259.SH,20200624,95.88
3237,600837.SH,20200622,12.62
3238,002939.SZ,20200623,12.83
3239,601166.SH,20200622,15.68
3240,601229.SH,20200622,8.27
3241,601236.SH,20200622,21.4
3242,601318.SH,20200622,72.77
3243,000858.SZ,20200622,163.0
3244,000963.SZ,20200622,23.58
3245,600705.SH,20200622,3.99
3246,000627.SZ,20200624,5.28
3247,000661.SZ,20200624,417.6
3248,600183.SH,20200630,29.27
3249,600535.SH,20200630,16.22
3250,000001.SZ,20200630,12.8
3251,002294.SZ,20200624,27.49
3252,601138.SH,20200624,15.52
3253,000166.SZ,20200624,4.84
3254,000728.SZ,20200624,8.65
3255,600369.SH,20200629,4.5
3256,002008.SZ,20200629,35.04
3257,601555.SH,20200629,7.99
3258,601788.SH,20200629,14.6
3259,601838.SH,20200629,7.9
3260,601988.SH,20200629,3.47
3261,601577.SH,20200629,7.88
3262,601601.SH,20200629,27.12
3263,601607.SH,20200629,18.35
3264,601628.SH,20200629,27.2
3265,601881.SH,20200629,11.28
