,StockCode,date,price
848,601319.SH,20200508,6.45
849,601818.SH,20200508,3.69
850,300408.SZ,20200508,21.25
851,300433.SZ,20200508,18.41
852,300015.SZ,20200514,47.91
853,600183.SH,20200508,32.35
854,600705.SH,20200512,3.94
855,600061.SH,20200520,12.25
856,600183.SH,20200520,29.25
857,601169.SH,20200519,4.9
858,601336.SH,20200519,45.07
859,601377.SH,20200519,5.94
860,601398.SH,20200519,5.12
861,002736.SZ,20200515,10.77
862,600390.SH,20200520,7.16
863,600705.SH,20200519,3.89
864,002142.SZ,20200515,24.73
865,000415.SZ,20200518,2.7
866,002841.SZ,20200518,79.7
867,002916.SZ,20200518,169.62
868,002252.SZ,20200518,8.64
869,002294.SZ,20200518,19.77
870,002456.SZ,20200518,14.91
871,002475.SZ,20200518,45.43
872,601138.SH,20200518,13.49
873,601211.SH,20200518,16.09
874,601319.SH,20200518,6.27
875,601818.SH,20200518,3.66
876,603156.SH,20200519,28.97
877,000783.SZ,20200519,6.34
878,603501.SH,20200519,200.1
879,000858.SZ,20200519,151.42
880,002304.SZ,20200521,100.7
881,002241.SZ,20200521,21.6
882,601066.SH,20200522,31.88
883,002938.SZ,20200522,40.59
884,600183.SH,20200522,27.76
885,000423.SZ,20200520,33.6
886,601997.SH,20200520,7.75
887,000166.SZ,20200521,4.48
888,601878.SH,20200520,9.9
889,600837.SH,20200520,12.44
890,600928.SH,20200520,5.37
891,002673.SZ,20200520,8.13
892,603156.SH,20200520,29.0
893,600837.SH,20200528,11.62
894,600928.SH,20200528,5.09
895,002945.SZ,20200528,13.73
896,600887.SH,20200528,28.44
897,600919.SH,20200528,5.96
898,600926.SH,20200528,9.03
899,600958.SH,20200528,9.28
900,600998.SH,20200528,17.3
901,601198.SH,20200528,10.45
902,000166.SZ,20200528,4.37
903,002422.SZ,20200528,20.1
904,002841.SZ,20200528,84.55
905,002916.SZ,20200528,152.28
906,600390.SH,20200529,6.64
907,600519.SH,20200529,1366.6
908,300136.SZ,20200528,39.0
909,601628.SH,20200529,25.6
910,002241.SZ,20200529,21.24
911,601901.SH,20200529,6.92
912,601878.SH,20200529,9.85
913,002673.SZ,20200529,7.96
914,601198.SH,20200529,10.48
915,601288.SH,20200529,3.4
916,601838.SH,20200529,7.97
917,601997.SH,20200529,7.74
918,601229.SH,20200529,8.1
919,600332.SH,20200529,30.14
920,002001.SZ,20200526,26.0
921,002773.SZ,20200526,36.2
922,300015.SZ,20200526,50.02
923,300142.SZ,20200526,43.59
924,002938.SZ,20200525,39.91
925,002673.SZ,20200526,7.95
926,600867.SH,20200526,16.49
927,600999.SH,20200526,16.9
928,002736.SZ,20200526,10.57
929,002938.SZ,20200526,42.62
930,601688.SH,20200526,17.47
931,000783.SZ,20200526,6.18
932,601998.SH,20200526,5.01
933,600519.SH,20200527,1338.0
934,600016.SH,20200527,5.71
935,601688.SH,20200525,17.35
936,300347.SZ,20200513,81.13
937,601788.SH,20200512,11.16
938,601838.SH,20200512,7.78
939,601988.SH,20200512,3.44
940,002001.SZ,20200514,25.92
941,002142.SZ,20200514,24.75
942,600000.SH,20200512,10.34
943,002008.SZ,20200508,33.5
944,000423.SZ,20200508,30.71
945,000538.SZ,20200508,91.49
946,000725.SZ,20200508,3.86
947,601009.SH,20200514,7.64
948,601108.SH,20200514,9.56
949,601169.SH,20200514,4.89
950,601336.SH,20200514,44.29
951,601377.SH,20200514,5.92
952,601398.SH,20200514,5.1
953,601066.SH,20200520,34.29
954,601878.SH,20200519,10.0
955,000627.SZ,20200519,5.44
956,000661.SZ,20200519,664.9
957,002294.SZ,20200515,19.25
958,002736.SZ,20200520,10.79
959,002938.SZ,20200520,40.62
960,600519.SH,20200520,1351.0
961,600036.SH,20200515,33.85
962,600867.SH,20200519,14.49
963,002007.SZ,20200515,36.86
964,002044.SZ,20200515,12.22
965,600196.SH,20200519,32.94
966,002236.SZ,20200515,16.98
967,600703.SH,20200515,24.79
968,600809.SH,20200515,115.18
969,600816.SH,20200515,2.5
970,002236.SZ,20200518,16.43
971,300408.SZ,20200518,20.68
972,300433.SZ,20200518,16.81
973,000963.SZ,20200519,21.24
974,002142.SZ,20200522,25.36
975,600519.SH,20200522,1328.2
976,603160.SH,20200520,231.46
977,002001.SZ,20200520,25.96
978,600015.SH,20200521,6.4
979,300347.SZ,20200520,82.86
980,601009.SH,20200515,7.63
981,002411.SZ,20200515,7.66
982,002415.SZ,20200515,30.88
983,600566.SH,20200521,21.62
984,000858.SZ,20200515,145.22
985,000963.SZ,20200515,21.51
986,002241.SZ,20200528,21.85
987,000728.SZ,20200528,7.94
988,002008.SZ,20200528,29.88
989,601997.SH,20200525,7.61
990,600566.SH,20200529,21.96
991,000858.SZ,20200529,148.2
992,600369.SH,20200529,4.38
993,601601.SH,20200529,28.28
994,603156.SH,20200526,21.61
995,000858.SZ,20200526,147.81
996,603501.SH,20200526,192.0
997,000963.SZ,20200526,23.31
998,600703.SH,20200527,23.9
999,000963.SZ,20200525,23.04
1000,601998.SH,20200525,5.0
1001,300136.SZ,20200527,39.13
1002,601169.SH,20200522,4.83
1003,601336.SH,20200522,43.33
1004,601377.SH,20200522,5.71
1005,601398.SH,20200522,5.05
1006,601878.SH,20200522,9.41
1007,600566.SH,20200527,22.61
1008,601878.SH,20200513,10.12
1009,600000.SH,20200514,10.3
1010,600085.SH,20200514,25.03
1011,600436.SH,20200514,148.31
1012,002773.SZ,20200512,37.86
1013,002236.SZ,20200514,16.87
1014,601555.SH,20200508,7.93
1015,601788.SH,20200508,11.34
1016,002773.SZ,20200508,40.03
1017,601838.SH,20200508,7.83
1018,601988.SH,20200508,3.46
1019,600566.SH,20200514,21.85
1020,002945.SZ,20200514,14.26
1021,601998.SH,20200512,5.1
1022,601939.SH,20200520,6.41
1023,002007.SZ,20200520,40.11
1024,002294.SZ,20200519,19.64
1025,601066.SH,20200515,34.37
1026,002456.SZ,20200515,16.06
1027,002475.SZ,20200515,48.23
1028,600390.SH,20200515,7.22
1029,600390.SH,20200519,7.2
1030,601138.SH,20200520,13.85
1031,601211.SH,20200520,16.1
1032,601319.SH,20200520,6.25
1033,601818.SH,20200520,3.7
1034,002241.SZ,20200519,20.07
1035,600016.SH,20200518,5.78
1036,600015.SH,20200518,6.42
1037,600030.SH,20200518,23.08
1038,002939.SZ,20200515,12.18
1039,002939.SZ,20200518,12.06
1040,000895.SZ,20200515,41.87
1041,002841.SZ,20200521,80.01
1042,002916.SZ,20200521,166.0
1043,002773.SZ,20200520,35.81
1044,300015.SZ,20200520,47.89
1045,600030.SH,20200521,23.02
1046,300122.SZ,20200521,81.8
1047,000627.SZ,20200520,5.38
1048,000661.SZ,20200520,650.2
1049,601009.SH,20200520,7.76
1050,600000.SH,20200520,10.41
1051,600085.SH,20200520,25.19
1052,601108.SH,20200515,9.55
1053,601169.SH,20200515,4.88
1054,300136.SZ,20200515,44.52
1055,002001.SZ,20200521,25.7
1056,600109.SH,20200520,10.01
1057,600535.SH,20200521,14.61
1058,002411.SZ,20200521,7.53
1059,002415.SZ,20200521,29.61
1060,600705.SH,20200515,3.9
1061,300347.SZ,20200525,79.98
1062,600196.SH,20200528,30.32
1063,600566.SH,20200528,22.28
1064,600705.SH,20200528,3.8
1065,600867.SH,20200528,15.79
1066,600016.SH,20200528,5.76
1067,603160.SH,20200525,213.35
1068,600837.SH,20200529,11.55
1069,601607.SH,20200529,17.8
1070,000895.SZ,20200529,39.56
1071,002008.SZ,20200526,30.36
1072,600000.SH,20200526,10.27
1073,601009.SH,20200522,7.59
1074,601108.SH,20200522,9.12
1075,000001.SZ,20200527,13.0
1076,002411.SZ,20200527,6.83
1077,002415.SZ,20200527,28.32
1078,603501.SH,20200525,181.0
1079,002304.SZ,20200525,102.5
1080,601138.SH,20200525,13.12
1081,601211.SH,20200525,15.7
1082,601319.SH,20200525,6.1
1083,002673.SZ,20200525,7.85
1084,600837.SH,20200514,12.54
1085,002841.SZ,20200512,76.06
1086,603986.SH,20200512,217.89
1087,600109.SH,20200514,10.11
1088,002294.SZ,20200514,19.24
1089,300015.SZ,20200508,46.8
1090,600887.SH,20200508,29.44
1091,600919.SH,20200508,6.06
1092,600926.SH,20200508,8.47
1093,600958.SH,20200508,9.52
1094,600998.SH,20200508,18.6
1095,601198.SH,20200508,10.95
1096,601288.SH,20200508,3.42
1097,601328.SH,20200508,5.14
1098,000413.SZ,20200514,2.84
1099,601138.SH,20200514,13.69
1100,601211.SH,20200514,16.11
1101,601319.SH,20200514,6.25
1102,601818.SH,20200514,3.65
1103,603156.SH,20200512,27.35
1104,603501.SH,20200512,207.05
1105,002456.SZ,20200519,15.59
1106,600519.SH,20200515,1313.0
1107,600519.SH,20200519,1346.11
1108,600703.SH,20200519,26.02
1109,600809.SH,20200519,120.5
1110,600816.SH,20200519,2.5
1111,300136.SZ,20200519,42.74
1112,002673.SZ,20200518,8.29
1113,300122.SZ,20200515,81.65
1114,601901.SH,20200518,7.07
1115,600887.SH,20200515,28.48
1116,600919.SH,20200515,5.95
1117,600926.SH,20200515,8.61
1118,600958.SH,20200515,9.39
1119,600998.SH,20200515,17.84
1120,002422.SZ,20200515,21.0
1121,601198.SH,20200515,10.73
1122,601555.SH,20200518,7.69
1123,601788.SH,20200518,10.98
1124,601838.SH,20200518,7.79
1125,601988.SH,20200518,3.45
1126,600109.SH,20200521,10.02
1127,601577.SH,20200521,7.73
1128,601601.SH,20200521,28.82
1129,601607.SH,20200521,17.74
1130,601628.SH,20200521,27.05
1131,601881.SH,20200521,9.89
1132,000728.SZ,20200520,7.98
1133,601555.SH,20200520,7.67
1134,601788.SH,20200520,11.11
1135,601838.SH,20200520,7.8
1136,002008.SZ,20200515,31.69
1137,300142.SZ,20200520,42.0
1138,601108.SH,20200520,9.46
1139,601169.SH,20200520,4.9
1140,601336.SH,20200520,45.44
1141,000776.SZ,20200520,13.58
1142,601377.SH,20200520,5.89
1143,002916.SZ,20200520,169.9
1144,600436.SH,20200520,145.0
1145,002422.SZ,20200521,20.52
1146,000413.SZ,20200521,2.77
1147,600016.SH,20200525,5.7
1148,600999.SH,20200528,17.0
1149,601162.SH,20200528,5.48
1150,601577.SH,20200525,7.67
1151,601601.SH,20200525,27.49
1152,002422.SZ,20200525,20.11
1153,600015.SH,20200528,6.39
1154,600030.SH,20200528,22.48
1155,600867.SH,20200529,15.84
1156,600887.SH,20200529,28.45
1157,000100.SZ,20200529,5.22
1158,601162.SH,20200529,5.47
1159,601788.SH,20200529,10.93
1160,600809.SH,20200529,128.11
1161,600816.SH,20200529,2.5
1162,300015.SZ,20200529,39.16
1163,600085.SH,20200526,25.07
1164,600030.SH,20200526,22.47
1165,603156.SH,20200525,21.79
1166,603986.SH,20200525,199.0
1167,601066.SH,20200527,31.79
1168,000728.SZ,20200525,7.83
1169,601555.SH,20200525,7.43
1170,600016.SH,20200513,5.79
1171,000001.SZ,20200513,13.63
1172,600705.SH,20200514,3.89
1173,002916.SZ,20200512,255.3
1174,600332.SH,20200514,31.1
1175,600015.SH,20200508,6.52
1176,600030.SH,20200508,23.82
1177,002007.SZ,20200508,38.06
1178,002044.SZ,20200508,12.0
1179,002456.SZ,20200514,16.08
1180,002475.SZ,20200514,48.81
1181,601881.SH,20200512,10.11
1182,002736.SZ,20200514,10.71
1183,601878.SH,20200512,10.05
1184,601997.SH,20200508,7.92
1185,002939.SZ,20200508,12.24
1186,002411.SZ,20200514,7.76
1187,002415.SZ,20200514,31.21
1188,601169.SH,20200521,4.89
1189,601336.SH,20200521,45.09
1190,601377.SH,20200521,5.82
1191,601398.SH,20200521,5.1
1192,601878.SH,20200521,9.73
1193,002945.SZ,20200520,14.01
1194,600535.SH,20200519,14.55
1195,002001.SZ,20200519,26.24
1196,600566.SH,20200519,21.98
1197,601009.SH,20200521,7.69
1198,601108.SH,20200521,9.31
1199,603288.SH,20200515,110.4
1200,300408.SZ,20200515,21.48
1201,300433.SZ,20200515,18.66
1202,000423.SZ,20200515,32.48
1203,601288.SH,20200515,3.39
1204,601328.SH,20200515,5.13
1205,000100.SZ,20200518,4.9
1206,600000.SH,20200519,10.35
1207,600085.SH,20200519,25.37
1208,601162.SH,20200519,5.83
1209,600332.SH,20200521,30.91
1210,600703.SH,20200522,24.25
1211,600809.SH,20200522,117.9
1212,600816.SH,20200522,2.5
1213,603259.SH,20200521,110.0
1214,601988.SH,20200520,3.47
1215,002008.SZ,20200520,31.11
1216,603501.SH,20200520,189.0
1217,002841.SZ,20200515,79.09
1218,601166.SH,20200521,16.11
1219,601229.SH,20200521,8.02
1220,601236.SH,20200521,20.57
1221,601318.SH,20200521,72.38
1222,601901.SH,20200521,7.0
1223,603160.SH,20200521,221.05
1224,002736.SZ,20200528,10.66
1225,300122.SZ,20200528,80.97
1226,601066.SH,20200528,32.36
1227,601577.SH,20200528,7.83
1228,601601.SH,20200528,28.59
1229,601607.SH,20200528,17.57
1230,601628.SH,20200528,26.11
1231,601881.SH,20200528,9.78
1232,601288.SH,20200528,3.43
1233,601328.SH,20200528,5.16
1234,601997.SH,20200528,7.75
1235,002939.SZ,20200528,11.75
1236,600390.SH,20200528,6.7
1237,000001.SZ,20200529,13.0
1238,002294.SZ,20200529,19.93
1239,600999.SH,20200529,16.6
1240,000963.SZ,20200529,22.65
1241,600390.SH,20200526,6.67
1242,600519.SH,20200526,1358.0
1243,000415.SZ,20200527,2.94
1244,000568.SZ,20200527,84.16
1245,000596.SZ,20200527,147.76
1246,601788.SH,20200525,10.8
1247,601838.SH,20200525,7.77
1248,002008.SZ,20200525,29.14
1249,002673.SZ,20200522,7.93
1250,601166.SH,20200522,15.78
1251,601229.SH,20200522,8.0
1252,601236.SH,20200522,19.82
1253,000166.SZ,20200525,4.45
1254,600809.SH,20200527,122.22
1255,600816.SH,20200527,2.5
1256,000415.SZ,20200513,2.82
1257,600867.SH,20200514,14.3
1258,600928.SH,20200514,5.3
1259,000100.SZ,20200514,4.99
1260,601577.SH,20200514,7.72
1261,601601.SH,20200514,28.88
1262,601607.SH,20200514,17.99
1263,000596.SZ,20200514,150.78
1264,000895.SZ,20200514,42.58
1265,000413.SZ,20200508,2.74
1266,600519.SH,20200508,1314.61
1267,601628.SH,20200512,27.79
1268,603259.SH,20200512,106.1
1269,600332.SH,20200512,31.15
1270,000783.SZ,20200512,6.4
1271,600016.SH,20200508,5.84
1272,000001.SZ,20200508,13.95
1273,600887.SH,20200519,29.0
1274,600919.SH,20200519,5.97
1275,600926.SH,20200519,8.77
1276,600958.SH,20200519,9.37
1277,300347.SZ,20200519,84.18
1278,000001.SZ,20200519,13.36
1279,002142.SZ,20200519,25.21
1280,600887.SH,20200518,28.68
1281,600919.SH,20200518,5.96
1282,600926.SH,20200518,8.82
1283,600958.SH,20200518,9.34
1284,600998.SH,20200518,17.68
1285,601198.SH,20200518,10.75
1286,601288.SH,20200518,3.39
1287,601328.SH,20200518,5.14
1288,601108.SH,20200518,9.42
1289,601169.SH,20200518,4.88
1290,601336.SH,20200518,44.49
1291,601377.SH,20200518,5.9
1292,601398.SH,20200518,5.1
1293,000538.SZ,20200515,87.9
1294,000725.SZ,20200515,3.93
1295,002958.SZ,20200518,4.28
1296,300003.SZ,20200518,40.6
1297,600016.SH,20200515,5.76
1298,002304.SZ,20200520,102.23
1299,603986.SH,20200520,216.66
1300,603986.SH,20200515,230.0
1301,002916.SZ,20200515,183.07
1302,002773.SZ,20200515,37.36
1303,601555.SH,20200521,7.63
1304,601788.SH,20200521,11.12
1305,601838.SH,20200521,7.81
1306,601988.SH,20200521,3.45
1307,600867.SH,20200520,15.05
1308,600999.SH,20200520,17.32
1309,002938.SZ,20200528,40.86
1310,000413.SZ,20200528,2.76
1311,300408.SZ,20200528,19.62
1312,300433.SZ,20200528,16.6
1313,603160.SH,20200528,213.0
1314,002736.SZ,20200529,10.68
1315,603986.SH,20200526,202.95
1316,002304.SZ,20200526,104.43
1317,002422.SZ,20200526,20.73
1318,600703.SH,20200526,24.42
1319,300347.SZ,20200526,82.0
1320,600436.SH,20200525,144.44
1321,601318.SH,20200522,70.12
1322,000783.SZ,20200522,6.16
1323,000858.SZ,20200522,144.25
1324,000963.SZ,20200522,21.75
1325,601138.SH,20200527,13.48
1326,601211.SH,20200527,15.72
1327,601319.SH,20200527,6.12
1328,002773.SZ,20200525,34.85
1329,000100.SZ,20200525,4.9
1330,600705.SH,20200527,3.72
1331,601628.SH,20200514,27.25
1332,601881.SH,20200514,10.05
1333,600703.SH,20200508,24.05
1334,600809.SH,20200508,108.35
1335,000423.SZ,20200514,32.12
1336,300136.SZ,20200512,43.43
1337,601066.SH,20200508,35.22
1338,002736.SZ,20200508,10.84
1339,601939.SH,20200508,6.35
1340,000627.SZ,20200508,5.59
1341,000661.SZ,20200508,611.6
1342,600036.SH,20200514,33.93
1343,000858.SZ,20200512,142.9
1344,000963.SZ,20200512,21.1
1345,000783.SZ,20200514,6.31
1346,000858.SZ,20200514,146.3
1347,300122.SZ,20200519,85.5
1348,600535.SH,20200520,14.45
1349,601166.SH,20200519,16.12
1350,000415.SZ,20200519,2.74
1351,000568.SZ,20200519,89.1
1352,601229.SH,20200519,8.03
1353,601236.SH,20200519,21.69
1354,002411.SZ,20200519,7.58
1355,002415.SZ,20200519,30.35
1356,600109.SH,20200519,10.13
1357,601066.SH,20200519,34.31
1358,603288.SH,20200519,114.19
1359,002945.SZ,20200519,14.08
1360,601997.SH,20200518,7.72
1361,603160.SH,20200518,224.18
1362,601878.SH,20200518,9.8
1363,600196.SH,20200515,32.75
1364,000783.SZ,20200518,6.3
1365,000858.SZ,20200518,151.19
1366,600535.SH,20200515,14.51
1367,603288.SH,20200518,112.8
1368,300136.SZ,20200518,42.0
1369,000001.SZ,20200515,13.23
1370,000415.SZ,20200515,2.75
1371,000568.SZ,20200515,87.56
1372,000596.SZ,20200515,148.19
1373,600928.SH,20200518,5.31
1374,002958.SZ,20200521,4.44
1375,300003.SZ,20200521,39.99
1376,600000.SH,20200521,10.33
1377,300136.SZ,20200521,40.85
1378,600085.SH,20200521,25.12
1379,601939.SH,20200522,6.32
1380,600867.SH,20200515,14.27
1381,002673.SZ,20200521,8.06
1382,600000.SH,20200515,10.28
1383,600085.SH,20200515,25.1
1384,000100.SZ,20200515,5.19
1385,002939.SZ,20200520,12.08
1386,000627.SZ,20200515,5.4
1387,000661.SZ,20200515,641.5
1388,002958.SZ,20200515,4.3
1389,300003.SZ,20200515,39.7
1390,002736.SZ,20200521,10.75
1391,000423.SZ,20200521,34.56
1392,000538.SZ,20200521,87.08
1393,002142.SZ,20200520,25.49
1394,601009.SH,20200609,7.87
1395,601108.SH,20200609,10.28
1396,601169.SH,20200609,4.95
1397,601336.SH,20200609,46.3
1398,601377.SH,20200609,5.85
1399,601398.SH,20200609,5.26
1400,300122.SZ,20200611,88.4
1401,601169.SH,20200611,4.9
1402,601336.SH,20200611,44.65
1403,601377.SH,20200611,5.74
1404,601398.SH,20200611,5.27
1405,000725.SZ,20200608,4.74
1406,600436.SH,20200608,152.05
1407,600837.SH,20200608,11.99
1408,000627.SZ,20200608,5.03
1409,601009.SH,20200608,7.89
1410,601108.SH,20200608,10.16
1411,601169.SH,20200608,4.92
1412,002001.SZ,20200612,27.15
1413,600015.SH,20200611,6.3
1414,600030.SH,20200611,22.79
1415,600919.SH,20200612,5.94
1416,600999.SH,20200612,16.91
1417,002294.SZ,20200611,21.68
1418,600390.SH,20200612,6.95
1419,600519.SH,20200612,1416.37
1420,601162.SH,20200612,6.05
1421,601688.SH,20200612,17.82
1422,601998.SH,20200612,5.04
1423,601066.SH,20200612,33.04
1424,603501.SH,20200612,189.57
1425,000776.SZ,20200612,13.4
1426,600196.SH,20200527,31.02
1427,600276.SH,20200527,79.87
1428,600369.SH,20200527,4.36
1429,600369.SH,20200522,4.35
1430,601577.SH,20200527,7.8
1431,601601.SH,20200527,27.79
1432,601607.SH,20200527,17.6
1433,601628.SH,20200527,25.73
1434,601881.SH,20200527,9.57
1435,600928.SH,20200522,5.24
1436,002958.SZ,20200522,4.3
1437,601577.SH,20200522,7.63
1438,601601.SH,20200522,28.0
1439,300003.SZ,20200522,38.22
1440,601901.SH,20200525,6.92
1441,600015.SH,20200527,6.35
1442,600030.SH,20200527,22.29
1443,002294.SZ,20200605,20.31
1444,600000.SH,20200605,10.67
1445,600085.SH,20200605,26.1
1446,000100.SZ,20200605,5.77
1447,000963.SZ,20200604,22.57
1448,600999.SH,20200604,17.0
1449,601162.SH,20200604,5.97
1450,600015.SH,20200605,6.39
1451,600030.SH,20200605,22.84
1452,000413.SZ,20200605,2.85
1453,601229.SH,20200605,8.11
1454,601236.SH,20200605,21.58
1455,601318.SH,20200605,75.3
1456,600837.SH,20200604,11.86
1457,300122.SZ,20200605,86.96
1458,000725.SZ,20200605,4.34
1459,002411.SZ,20200602,7.31
1460,002415.SZ,20200602,28.62
1461,600535.SH,20200602,14.77
1462,000423.SZ,20200602,34.98
1463,000538.SZ,20200602,88.62
1464,002422.SZ,20200602,20.56
1465,600705.SH,20200603,3.87
1466,600016.SH,20200602,5.78
1467,300408.SZ,20200604,20.79
1468,300433.SZ,20200604,19.42
1469,600887.SH,20200604,28.88
1470,600919.SH,20200604,5.95
1471,600926.SH,20200604,9.04
1472,600958.SH,20200604,9.33
1473,600998.SH,20200604,18.21
1474,601198.SH,20200604,10.64
1475,600015.SH,20200603,6.44
1476,600030.SH,20200603,22.9
1477,603259.SH,20200601,109.08
1478,601555.SH,20200602,7.85
1479,600016.SH,20200601,5.76
1480,000423.SZ,20200603,34.84
1481,000538.SZ,20200603,90.95
1482,600036.SH,20200601,34.82
1483,002736.SZ,20200603,10.81
1484,600196.SH,20200601,31.29
1485,600276.SH,20200601,80.22
1486,600436.SH,20200602,147.09
1487,600196.SH,20200609,31.26
1488,002008.SZ,20200609,32.11
1489,600809.SH,20200608,135.37
1490,600816.SH,20200608,1.89
1491,600705.SH,20200608,3.88
1492,000783.SZ,20200608,6.24
1493,000858.SZ,20200608,160.61
1494,601878.SH,20200609,10.09
1495,002958.SZ,20200609,4.47
1496,300003.SZ,20200609,34.03
1497,601878.SH,20200611,9.82
1498,600928.SH,20200608,5.15
1499,000661.SZ,20200608,666.46
1500,000776.SZ,20200608,13.64
1501,002241.SZ,20200608,23.38
1502,601881.SH,20200608,9.93
1503,603986.SH,20200611,227.9
1504,600535.SH,20200612,14.38
1505,600566.SH,20200611,22.43
1506,002294.SZ,20200612,23.04
1507,002252.SZ,20200612,8.4
1508,603156.SH,20200612,20.88
1509,002841.SZ,20200612,94.92
1510,002916.SZ,20200612,152.72
1511,002736.SZ,20200612,10.64
1512,600703.SH,20200612,23.78
1513,600809.SH,20200612,135.3
1514,600816.SH,20200612,1.92
1515,603986.SH,20200612,230.03
1516,600332.SH,20200522,30.22
1517,002304.SZ,20200522,97.81
1518,002773.SZ,20200527,35.68
1519,600535.SH,20200525,14.2
1520,000415.SZ,20200525,2.99
1521,601066.SH,20200605,34.04
1522,000627.SZ,20200605,5.01
1523,000661.SZ,20200605,680.39
1524,600036.SH,20200605,35.24
1525,600928.SH,20200604,5.13
1526,601108.SH,20200529,9.94
1527,601169.SH,20200529,4.88
1528,601336.SH,20200529,43.75
1529,601377.SH,20200529,5.69
1530,600809.SH,20200605,134.6
1531,600816.SH,20200605,1.99
1532,002294.SZ,20200602,20.14
1533,600705.SH,20200602,3.91
1534,000001.SZ,20200602,13.55
1535,601138.SH,20200604,14.16
1536,601211.SH,20200604,15.86
1537,601319.SH,20200604,6.3
1538,601988.SH,20200604,3.5
1539,601211.SH,20200602,16.06
1540,601319.SH,20200602,6.34
1541,601818.SH,20200602,3.88
1542,000725.SZ,20200601,3.93
1543,002001.SZ,20200601,26.12
1544,600566.SH,20200604,22.25
1545,601788.SH,20200602,11.25
1546,601838.SH,20200602,8.01
1547,002008.SZ,20200602,32.28
1548,601988.SH,20200602,3.48
1549,000001.SZ,20200601,13.32
1550,000415.SZ,20200601,3.2
1551,000413.SZ,20200601,2.83
1552,600535.SH,20200603,15.04
1553,000166.SZ,20200601,4.51
1554,600369.SH,20200601,4.55
1555,000728.SZ,20200601,8.24
1556,300347.SZ,20200603,82.3
1557,002422.SZ,20200529,20.5
1558,000783.SZ,20200602,6.29
1559,000100.SZ,20200602,5.72
1560,600276.SH,20200609,82.97
1561,600369.SH,20200609,4.56
1562,000166.SZ,20200609,4.51
1563,002841.SZ,20200609,93.0
1564,002916.SZ,20200609,158.2
1565,300015.SZ,20200609,40.59
1566,300142.SZ,20200609,47.38
1567,601138.SH,20200608,14.26
1568,601211.SH,20200608,16.15
1569,601319.SH,20200608,6.37
1570,002252.SZ,20200608,8.21
1571,601818.SH,20200608,3.81
1572,000627.SZ,20200609,4.99
1573,000661.SZ,20200609,334.8
1574,300136.SZ,20200609,48.03
1575,000568.SZ,20200611,94.9
1576,000596.SZ,20200611,145.1
1577,600061.SH,20200608,12.07
1578,600183.SH,20200608,27.51
1579,002773.SZ,20200608,37.24
1580,601577.SH,20200608,7.8
1581,601601.SH,20200608,30.37
1582,601607.SH,20200608,18.05
1583,601628.SH,20200608,28.9
1584,002294.SZ,20200610,21.18
1585,603259.SH,20200608,79.5
1586,601555.SH,20200612,7.56
1587,601788.SH,20200612,10.9
1588,601838.SH,20200612,7.89
1589,002773.SZ,20200612,41.85
1590,601988.SH,20200612,3.48
1591,600036.SH,20200611,34.47
1592,002456.SZ,20200611,16.5
1593,002475.SZ,20200611,54.87
1594,002736.SZ,20200611,10.73
1595,601066.SH,20200611,33.41
1596,002938.SZ,20200611,49.15
1597,000627.SZ,20200612,4.94
1598,000661.SZ,20200612,351.94
1599,600016.SH,20200609,5.78
1600,000538.SZ,20200610,87.58
1601,000725.SZ,20200610,4.8
1602,601998.SH,20200522,5.0
1603,603156.SH,20200522,21.65
1604,600061.SH,20200527,11.65
1605,000627.SZ,20200522,5.24
1606,000661.SZ,20200522,650.3
1607,000568.SZ,20200525,84.78
1608,600390.SH,20200527,6.56
1609,002939.SZ,20200527,11.53
1610,002958.SZ,20200529,4.26
1611,300136.SZ,20200529,39.01
1612,000776.SZ,20200605,13.74
1613,300347.SZ,20200605,84.72
1614,002958.SZ,20200604,4.4
1615,600867.SH,20200605,15.8
1616,600276.SH,20200605,82.3
1617,600369.SH,20200605,4.58
1618,000728.SZ,20200605,8.12
1619,002939.SZ,20200604,11.99
1620,000895.SZ,20200603,39.03
1621,002411.SZ,20200604,7.07
1622,002415.SZ,20200604,28.64
1623,601901.SH,20200604,6.99
1624,002142.SZ,20200604,27.27
1625,002236.SZ,20200604,16.74
1626,601818.SH,20200604,3.85
1627,603986.SH,20200603,207.6
1628,603288.SH,20200602,114.84
1629,002673.SZ,20200602,8.17
1630,002411.SZ,20200601,7.14
1631,002415.SZ,20200601,28.7
1632,002142.SZ,20200601,26.59
1633,600390.SH,20200601,6.82
1634,600519.SH,20200601,1419.5
1635,600887.SH,20200603,28.76
1636,600919.SH,20200603,6.0
1637,600926.SH,20200603,9.09
1638,600566.SH,20200601,22.36
1639,601998.SH,20200601,5.07
1640,002939.SZ,20200529,11.71
1641,002736.SZ,20200604,10.75
1642,600837.SH,20200602,12.07
1643,601998.SH,20200609,5.11
1644,002304.SZ,20200609,112.7
1645,603986.SH,20200609,226.98
1646,002007.SZ,20200608,40.25
1647,000100.SZ,20200609,5.76
1648,002673.SZ,20200608,8.06
1649,000776.SZ,20200609,13.76
1650,601818.SH,20200611,3.76
1651,002945.SZ,20200611,13.71
1652,601009.SH,20200611,7.67
1653,601108.SH,20200611,10.06
1654,000423.SZ,20200608,34.26
1655,600000.SH,20200608,10.61
1656,600085.SH,20200608,26.18
1657,002007.SZ,20200610,41.32
1658,002044.SZ,20200610,11.66
1659,002456.SZ,20200610,16.71
